,covariate,beta,seed,split_itr,est_ate,smp_ate,(est_ate-smp_ate)^2,abs(est_ate-smp_ate)
28,covariateregistration,beta1100.0,seed6,3.0,28.42597019641855,1.0,752.1838412148386,27.42597019641855
29,covariateregistration,beta1100.0,seed6,4.0,28.37894718641641,1.0,749.6067490365791,27.37894718641641
30,covariateregistration,beta1100.0,seed6,5.0,28.49564104588212,1.0,756.0102765239976,27.49564104588212
31,covariateregistration,beta1100.0,seed6,6.0,28.3887655490459,1.0,750.1444783006035,27.3887655490459
32,covariateregistration,beta1100.0,seed6,7.0,28.41321401778229,1.0,751.4843027847355,27.41321401778229
33,covariateregistration,beta1100.0,seed6,8.0,28.450234592278953,1.0,753.5153791711481,27.450234592278953
34,covariateregistration,beta1100.0,seed6,9.0,28.441841624686976,1.0,753.0546717544028,27.441841624686976
35,covariateregistration,beta1100.0,seed6,10.0,28.417796642312176,1.0,751.7355727191848,27.417796642312176
36,covariateregistration,beta1100.0,seed6,11.0,28.44094566462733,1.0,753.0054989690294,27.44094566462733
37,covariateregistration,beta1100.0,seed6,12.0,28.369309856179022,1.0,749.0791220035381,27.369309856179022
38,covariateregistration,beta1100.0,seed6,13.0,28.4782895462957,1.0,755.0563963900635,27.4782895462957
39,covariateregistration,beta1100.0,seed6,14.0,28.43299202654855,1.0,752.5690515286764,27.43299202654855
40,covariateregistration,beta1100.0,seed6,15.0,28.47417657898192,1.0,754.8303786930786,27.47417657898192
41,covariateregistration,beta1100.0,seed6,16.0,28.479827609910725,1.0,755.1409254704117,27.479827609910725
42,covariateregistration,beta1100.0,seed6,17.0,28.49527862988312,1.0,755.9903469349074,27.49527862988312
43,covariateregistration,beta1100.0,seed6,18.0,28.406033316927342,1.0,751.0906621685315,27.406033316927342
44,covariateregistration,beta1100.0,seed6,19.0,28.391489891726184,1.0,750.2937184885377,27.391489891726184
45,covariateregistration,beta1100.0,seed6,20.0,28.442309336707247,1.0,753.0803417315298,27.442309336707247
46,covariateregistration,beta1100.0,seed6,21.0,28.484578116463716,1.0,755.4020342399962,27.484578116463716
47,covariateregistration,beta1100.0,seed6,22.0,28.42185774713277,1.0,751.9582823039855,27.42185774713277
48,covariateregistration,beta1100.0,seed6,23.0,28.315748024250457,1.0,746.1500901243428,27.315748024250457
49,covariateregistration,beta1100.0,seed6,24.0,28.44131420257196,1.0,753.0257251642776,27.44131420257196
50,covariateregistration,beta1100.0,seed5,0.0,28.413772483085705,1.0,751.5149217543869,27.413772483085705
51,covariateregistration,beta1100.0,seed5,1.0,28.41317223491833,1.0,751.4820119812973,27.41317223491833
52,covariateregistration,beta1100.0,seed5,2.0,28.479698134658985,1.0,755.1338095719805,27.479698134658985
53,covariateregistration,beta1100.0,seed5,3.0,28.45808021350809,1.0,753.9461690114445,27.45808021350809
54,covariateregistration,beta1100.0,seed5,4.0,28.497883247616375,1.0,756.1335830995413,27.497883247616375
55,covariateregistration,beta1100.0,seed5,5.0,28.451335856433516,1.0,753.5758403027124,27.451335856433516
56,covariateregistration,beta1100.0,seed5,6.0,28.481796231358967,1.0,755.2491241019359,27.481796231358967
57,covariateregistration,beta1100.0,seed5,7.0,28.346729453798012,1.0,747.8436118192237,27.346729453798012
58,covariateregistration,beta1100.0,seed5,8.0,28.442796789017713,1.0,753.1070956033209,27.442796789017713
59,covariateregistration,beta1100.0,seed5,9.0,28.40658872051579,1.0,751.1211052955033,27.40658872051579
60,covariateregistration,beta1100.0,seed5,10.0,28.50969105825775,1.0,756.7831021207865,27.50969105825775
61,covariateregistration,beta1100.0,seed5,11.0,28.455185143263552,1.0,753.7871912508797,27.455185143263552
62,covariateregistration,beta1100.0,seed5,12.0,28.468171286581498,1.0,754.5004338289802,27.468171286581498
63,covariateregistration,beta1100.0,seed5,13.0,28.399415618891023,1.0,750.7279762567293,27.399415618891023
64,covariateregistration,beta1100.0,seed5,14.0,28.442584692873297,1.0,753.0954546255238,27.442584692873297
65,covariateregistration,beta1100.0,seed5,15.0,28.365791910943646,1.0,748.8865669130687,27.365791910943646
66,covariateregistration,beta1100.0,seed5,16.0,28.41296500788476,1.0,751.4706505235143,27.41296500788476
67,covariateregistration,beta1100.0,seed5,17.0,28.410005880505953,1.0,751.3084223693709,27.410005880505953
68,covariateregistration,beta1100.0,seed5,18.0,28.40670473488474,1.0,751.1274644251537,27.40670473488474
69,covariateregistration,beta1100.0,seed5,19.0,28.433435302595658,1.0,752.5933725017018,27.433435302595658
70,covariateregistration,beta1100.0,seed5,20.0,28.393522975161428,1.0,750.4051009906971,27.393522975161428
71,covariateregistration,beta1100.0,seed5,21.0,28.357749092763587,1.0,748.4464354226069,27.357749092763587
72,covariateregistration,beta1100.0,seed5,22.0,28.42086670395925,1.0,751.903930796301,27.42086670395925
73,covariateregistration,beta1100.0,seed5,23.0,28.41781950121941,1.0,751.7368262014473,27.41781950121941
74,covariateregistration,beta1100.0,seed5,24.0,28.47017281946892,1.0,754.6103947314891,27.47017281946892
75,covariateregistration,beta1100.0,seed7,0.0,28.451270189220043,1.0,753.572235001561,27.451270189220043
76,covariateregistration,beta1100.0,seed7,1.0,28.346614298602788,1.0,747.8373135965464,27.346614298602788
77,covariateregistration,beta1100.0,seed7,2.0,28.435143908112195,1.0,752.6871212588258,27.435143908112195
78,covariateregistration,beta1100.0,seed7,3.0,28.489918610916195,1.0,755.6956252347966,27.489918610916195
79,covariateregistration,beta1100.0,seed7,4.0,28.38685835592474,1.0,750.0400106074848,27.38685835592474
80,covariateregistration,beta1100.0,seed7,5.0,28.44482777483419,1.0,753.2185715903103,27.44482777483419
81,covariateregistration,beta1100.0,seed7,6.0,28.470810091676952,1.0,754.6454070929802,27.470810091676952
82,covariateregistration,beta1100.0,seed7,7.0,28.48775196266861,1.0,755.5765079611921,27.48775196266861
83,covariateregistration,beta1100.0,seed7,8.0,28.449792947681498,1.0,753.4911328705849,27.449792947681498
84,covariateregistration,beta1100.0,seed7,9.0,28.494204222905203,1.0,755.9312658508184,27.494204222905203
85,covariateregistration,beta1100.0,seed7,10.0,28.408905689636647,1.0,751.2481111033961,27.408905689636647
86,covariateregistration,beta1100.0,seed7,11.0,28.4291437162551,1.0,752.3579250069768,27.4291437162551
87,covariateregistration,beta1100.0,seed7,12.0,28.465456835554775,1.0,754.3513191857226,27.465456835554775
88,covariateregistration,beta1100.0,seed7,13.0,28.400915084228608,1.0,750.8101474531069,27.400915084228608
89,covariateregistration,beta1100.0,seed7,14.0,28.45261735119824,1.0,753.6461994313106,27.45261735119824
90,covariateregistration,beta1100.0,seed7,15.0,28.502621280803982,1.0,756.3941773153321,27.502621280803982
91,covariateregistration,beta1100.0,seed7,16.0,28.330475269058727,1.0,746.9548784326307,27.330475269058727
92,covariateregistration,beta1100.0,seed7,17.0,28.47134520595117,1.0,754.6748074245363,27.47134520595117
93,covariateregistration,beta1100.0,seed7,18.0,28.423068135367693,1.0,752.0246659570189,27.423068135367693
94,covariateregistration,beta1100.0,seed7,19.0,28.468288160977128,1.0,754.5068544944762,27.468288160977128
95,covariateregistration,beta1100.0,seed7,20.0,28.455320224986316,1.0,753.7946086565427,27.455320224986316
96,covariateregistration,beta1100.0,seed7,21.0,28.432502292437007,1.0,752.5421820245616,27.432502292437007
97,covariateregistration,beta1100.0,seed7,22.0,28.35269538006754,1.0,748.1699445547682,27.35269538006754
98,covariateregistration,beta1100.0,seed7,23.0,28.40701845648246,1.0,751.1446606739703,27.40701845648246
99,covariateregistration,beta1100.0,seed7,24.0,28.406442216941198,1.0,751.1130749905368,27.406442216941198
100,covariateregistration,beta1100.0,seed2,0.0,28.35970961772339,1.0,748.5537103661458,27.35970961772339
101,covariateregistration,beta1100.0,seed2,1.0,28.499146239786604,1.0,756.2030439171698,27.499146239786604
102,covariateregistration,beta1100.0,seed2,2.0,28.336123876958027,1.0,747.2636686163947,27.336123876958027
103,covariateregistration,beta1100.0,seed2,3.0,28.304913106332574,1.0,745.5582797443724,27.304913106332574
104,covariateregistration,beta1100.0,seed2,4.0,28.386137060915438,1.0,750.0005031192461,27.386137060915438
105,covariateregistration,beta1100.0,seed2,5.0,28.421667628098316,1.0,751.9478555058951,27.421667628098316
106,covariateregistration,beta1100.0,seed2,6.0,28.468621181571407,1.0,754.5251496166734,27.468621181571407
107,covariateregistration,beta1100.0,seed2,7.0,28.467665646141068,1.0,754.4726560481982,27.467665646141068
108,covariateregistration,beta1100.0,seed2,8.0,28.458942281885626,1.0,753.9935112399262,27.458942281885626
109,covariateregistration,beta1100.0,seed2,9.0,28.429453835659327,1.0,752.3749377225662,27.429453835659327
110,covariateregistration,beta1100.0,seed2,10.0,28.370194626885134,1.0,749.1275539135719,27.370194626885134
111,covariateregistration,beta1100.0,seed2,11.0,28.4014848267613,1.0,750.8413707112298,27.4014848267613
112,covariateregistration,beta1100.0,seed2,12.0,28.4333887092178,1.0,752.5908160710387,27.4333887092178
113,covariateregistration,beta1100.0,seed2,13.0,28.4635988960659,1.0,754.2492643239921,27.4635988960659
114,covariateregistration,beta1100.0,seed2,14.0,28.36955299629791,1.0,749.0924312171599,27.36955299629791
115,covariateregistration,beta1100.0,seed2,15.0,28.41206497735005,1.0,751.4213063224612,27.41206497735005
116,covariateregistration,beta1100.0,seed2,16.0,28.298339368126946,1.0,745.1993322574294,27.298339368126946
117,covariateregistration,beta1100.0,seed2,17.0,28.444645627511864,1.0,753.208573619706,27.444645627511864
118,covariateregistration,beta1100.0,seed2,18.0,28.480624415851274,1.0,755.1847182850812,27.480624415851274
119,covariateregistration,beta1100.0,seed2,19.0,28.451619740352104,1.0,753.5914263688893,27.451619740352104
120,covariateregistration,beta1100.0,seed2,20.0,28.385362878210106,1.0,749.9580999712481,27.385362878210106
121,covariateregistration,beta1100.0,seed2,21.0,28.483716985471617,1.0,755.3546993375011,27.483716985471617
122,covariateregistration,beta1100.0,seed2,22.0,28.466370999053662,1.0,754.4015358576561,27.466370999053662
123,covariateregistration,beta1100.0,seed2,23.0,28.491443419746208,1.0,755.7794613011071,27.491443419746208
124,covariateregistration,beta1100.0,seed2,24.0,28.332359558063168,1.0,747.057879011247,27.332359558063168
125,covariateregistration,beta1100.0,seed0,0.0,28.416490185745996,1.0,751.6639341051065,27.416490185745996
126,covariateregistration,beta1100.0,seed0,1.0,28.408200864410503,1.0,751.2094746238727,27.408200864410503
127,covariateregistration,beta1100.0,seed0,2.0,28.483274370615934,1.0,755.3303701305547,27.483274370615934
128,covariateregistration,beta1100.0,seed0,3.0,28.317507474471025,1.0,746.2462146177803,27.317507474471025
129,covariateregistration,beta1100.0,seed0,4.0,28.526255788407468,1.0,757.6947577288356,27.526255788407468
130,covariateregistration,beta1100.0,seed0,5.0,28.54672161843427,1.0,758.8218719235139,27.54672161843427
131,covariateregistration,beta1100.0,seed0,6.0,28.453058122218362,1.0,753.6704002618995,27.453058122218362
132,covariateregistration,beta1100.0,seed0,7.0,28.46335636801896,1.0,754.2359429968076,27.46335636801896
133,covariateregistration,beta1100.0,seed0,8.0,28.362563218629248,1.0,748.7098658934822,27.362563218629248
134,covariateregistration,beta1100.0,seed0,9.0,28.457119577899476,1.0,753.8934155150707,27.457119577899476
135,covariateregistration,beta1100.0,seed0,10.0,28.41145377325155,1.0,751.3877979631068,27.41145377325155
136,covariateregistration,beta1100.0,seed0,11.0,28.40277072316381,1.0,750.9118433062836,27.40277072316381
137,covariateregistration,beta1100.0,seed0,12.0,28.427543536847004,1.0,752.2701444656378,27.427543536847004
138,covariateregistration,beta1100.0,seed0,13.0,28.467747200735595,1.0,754.4771362835181,27.467747200735595
139,covariateregistration,beta1100.0,seed0,14.0,28.513734422773865,1.0,757.0055818869315,27.513734422773865
140,covariateregistration,beta1100.0,seed0,15.0,28.46655969771946,1.0,754.411901628387,27.46655969771946
141,covariateregistration,beta1100.0,seed0,16.0,28.536321467509378,1.0,758.2489999620178,27.536321467509378
142,covariateregistration,beta1100.0,seed0,17.0,28.336067632108477,1.0,747.2605935872087,27.336067632108477
143,covariateregistration,beta1100.0,seed0,18.0,28.37445891182197,1.0,749.3610007150294,27.37445891182197
144,covariateregistration,beta1100.0,seed0,19.0,28.400644223794675,1.0,750.7953038789725,27.400644223794675
145,covariateregistration,beta1100.0,seed0,20.0,28.502588205814565,1.0,756.3923580186104,27.502588205814565
146,covariateregistration,beta1100.0,seed0,21.0,28.49176865393115,1.0,755.7973437212713,27.49176865393115
147,covariateregistration,beta1100.0,seed0,22.0,28.336134287706923,1.0,747.264237795546,27.336134287706923
148,covariateregistration,beta1100.0,seed0,23.0,28.4738290332631,1.0,754.8112817489705,27.4738290332631
149,covariateregistration,beta1100.0,seed0,24.0,28.424988427821177,1.0,752.1299902661254,27.424988427821177
150,covariateregistration,beta1100.0,seed4,0.0,28.435863583852225,1.0,752.7266105917487,27.435863583852225
151,covariateregistration,beta1100.0,seed4,1.0,28.30352425980649,1.0,745.4824370058416,27.30352425980649
152,covariateregistration,beta1100.0,seed4,2.0,28.429545678361887,1.0,752.3799761213412,27.429545678361887
153,covariateregistration,beta1100.0,seed4,3.0,28.43246250508402,1.0,752.5399990928405,27.43246250508402
154,covariateregistration,beta1100.0,seed4,4.0,28.38010093187386,1.0,749.6699270395998,27.38010093187386
155,covariateregistration,beta1100.0,seed4,5.0,28.403612352631644,1.0,750.9579699733056,27.403612352631644
156,covariateregistration,beta1100.0,seed4,6.0,28.343215906659413,1.0,747.6514561181923,27.343215906659413
157,covariateregistration,beta1100.0,seed4,7.0,28.415351763062084,1.0,751.6015122924313,27.415351763062084
158,covariateregistration,beta1100.0,seed4,8.0,28.41733090341987,1.0,751.7100338676222,27.41733090341987
159,covariateregistration,beta1100.0,seed4,9.0,28.429284565856314,1.0,752.3656517947234,27.429284565856314
160,covariateregistration,beta1100.0,seed4,10.0,28.45934607345094,1.0,754.0156867815456,27.45934607345094
161,covariateregistration,beta1100.0,seed4,11.0,28.40226207047141,1.0,750.883966578796,27.40226207047141
162,covariateregistration,beta1100.0,seed4,12.0,28.491565819183556,1.0,755.7861911905017,27.491565819183556
163,covariateregistration,beta1100.0,seed4,13.0,28.463011100806884,1.0,754.2169787230422,27.463011100806884
164,covariateregistration,beta1100.0,seed4,14.0,28.431889850049355,1.0,752.5085807452408,27.431889850049355
165,covariateregistration,beta1100.0,seed4,15.0,28.329652936739,1.0,746.9099296426066,27.329652936739
166,covariateregistration,beta1100.0,seed4,16.0,28.497824425179854,1.0,756.1303481180178,27.497824425179854
167,covariateregistration,beta1100.0,seed4,17.0,28.51181596731029,1.0,756.9000178191495,27.51181596731029
168,covariateregistration,beta1100.0,seed4,18.0,28.44753943700194,1.0,753.3674211457767,27.44753943700194
169,covariateregistration,beta1100.0,seed4,19.0,28.4345744462518,1.0,752.6558750469324,27.4345744462518
170,covariateregistration,beta1100.0,seed4,20.0,28.376655298839488,1.0,749.4812553514762,27.376655298839488
171,covariateregistration,beta1100.0,seed4,21.0,28.419660817615718,1.0,751.8377993530906,27.419660817615718
172,covariateregistration,beta1100.0,seed4,22.0,28.44687455492858,1.0,753.3309228339859,27.44687455492858
173,covariateregistration,beta1100.0,seed4,23.0,28.382928162368373,1.0,749.824754745427,27.382928162368373
174,covariateregistration,beta1100.0,seed4,24.0,28.504184834060077,1.0,756.4801833861403,27.504184834060077
175,covariateregistration,beta1100.0,seed8,0.0,28.248727186380105,1.0,742.4931332777702,27.248727186380105
176,covariateregistration,beta1100.0,seed8,1.0,28.521665318987374,1.0,757.4420619303523,27.521665318987374
177,covariateregistration,beta1100.0,seed8,2.0,28.43761938489091,1.0,752.8229575101414,27.43761938489091
178,covariateregistration,beta1100.0,seed8,3.0,28.376243776243502,1.0,749.4587232963111,27.376243776243502
179,covariateregistration,beta1100.0,seed8,4.0,28.382938809683495,1.0,749.8253378548706,27.382938809683495
180,covariateregistration,beta1100.0,seed8,5.0,28.35221183271133,1.0,748.1434921415137,27.35221183271133
181,covariateregistration,beta1100.0,seed8,6.0,28.45861741645782,1.0,753.9756704234007,27.45861741645782
182,covariateregistration,beta1100.0,seed8,7.0,28.440171569715964,1.0,752.9630157754483,27.440171569715964
183,covariateregistration,beta1100.0,seed8,8.0,28.517839091977393,1.0,757.2314682919592,27.517839091977393
184,covariateregistration,beta1100.0,seed8,9.0,28.448649951720572,1.0,753.4283841720897,27.448649951720572
185,covariateregistration,beta1100.0,seed8,10.0,28.37805749228368,1.0,749.5580320507905,27.37805749228368
186,covariateregistration,beta1100.0,seed8,11.0,28.483887824584126,1.0,755.3640899543236,27.483887824584126
187,covariateregistration,beta1100.0,seed8,12.0,28.389526741390874,1.0,750.1861751173658,27.389526741390874
188,covariateregistration,beta1100.0,seed8,13.0,28.367631223495653,1.0,748.9872387852542,27.367631223495653
189,covariateregistration,beta1100.0,seed8,14.0,28.429346365571842,1.0,752.3690420425092,27.429346365571842
190,covariateregistration,beta1100.0,seed8,15.0,28.458723190828845,1.0,753.9814792705619,27.458723190828845
191,covariateregistration,beta1100.0,seed8,16.0,28.411999521285406,1.0,751.4177177549514,27.411999521285406
192,covariateregistration,beta1100.0,seed8,17.0,28.416993860730727,1.0,751.6915523593464,27.416993860730727
193,covariateregistration,beta1100.0,seed8,18.0,28.459201015049466,1.0,754.0077203848937,27.459201015049466
194,covariateregistration,beta1100.0,seed8,19.0,28.386523759373734,1.0,750.021683622742,27.386523759373734
195,covariateregistration,beta1100.0,seed8,20.0,28.39635839003807,1.0,750.5604530354094,27.39635839003807
196,covariateregistration,beta1100.0,seed8,21.0,28.39922950973716,1.0,750.7177777272517,27.39922950973716
197,covariateregistration,beta1100.0,seed8,22.0,28.328902666052954,1.0,746.8689209305962,27.328902666052954
198,covariateregistration,beta1100.0,seed8,23.0,28.33349646169205,1.0,747.1200288213319,27.33349646169205
199,covariateregistration,beta1100.0,seed8,24.0,28.428471950574426,1.0,752.321073543448,27.428471950574426
200,covariateregistration,beta1100.0,seed1,0.0,28.471347293613274,1.0,754.6749221263134,27.471347293613274
201,covariateregistration,beta1100.0,seed1,1.0,28.404158316014417,1.0,750.9878930091821,27.404158316014417
202,covariateregistration,beta1100.0,seed1,2.0,28.43860771104116,1.0,752.8771931204075,27.43860771104116
203,covariateregistration,beta1100.0,seed1,3.0,28.450976964747184,1.0,753.5561363190806,27.450976964747184
204,covariateregistration,beta1100.0,seed1,4.0,28.37665561093794,1.0,749.4812724398998,27.37665561093794
205,covariateregistration,beta1100.0,seed1,5.0,28.315481059493933,1.0,746.1355055115719,27.315481059493933
206,covariateregistration,beta1100.0,seed1,6.0,28.381462113473905,1.0,749.7444674716069,27.381462113473905
207,covariateregistration,beta1100.0,seed1,7.0,28.5006753880649,1.0,756.2871467997185,27.5006753880649
208,covariateregistration,beta1100.0,seed1,8.0,28.37782148699463,1.0,749.5451093737448,27.37782148699463
209,covariateregistration,beta1100.0,seed1,9.0,28.4860564176027,1.0,755.4832973916386,27.4860564176027
210,covariateregistration,beta1100.0,seed1,10.0,28.39571099613652,1.0,750.5249809838353,27.39571099613652
211,covariateregistration,beta1100.0,seed1,11.0,28.514409023867113,1.0,757.0427039326601,27.514409023867113
212,covariateregistration,beta1100.0,seed1,12.0,28.488954678963527,1.0,755.6426293421108,27.488954678963527
213,covariateregistration,beta1100.0,seed1,13.0,28.40731198922116,1.0,751.1607504745059,27.40731198922116
214,covariateregistration,beta1100.0,seed1,14.0,28.37228761278228,1.0,749.2421291568743,27.37228761278228
215,covariateregistration,beta1100.0,seed1,15.0,28.453758392530055,1.0,753.7088498754144,27.453758392530055
216,covariateregistration,beta1100.0,seed1,16.0,28.52219523397255,1.0,757.4712304969013,27.52219523397255
217,covariateregistration,beta1100.0,seed1,17.0,28.438701722365302,1.0,752.8823522089326,27.438701722365302
218,covariateregistration,beta1100.0,seed1,18.0,28.41299001468896,1.0,751.4720215454365,27.41299001468896
219,covariateregistration,beta1100.0,seed1,19.0,28.37716024314522,1.0,749.5089029788512,27.37716024314522
220,covariateregistration,beta1100.0,seed1,20.0,28.373756407062928,1.0,749.3225398332187,27.373756407062928
221,covariateregistration,beta1100.0,seed1,21.0,28.486368384273042,1.0,755.5004469559647,27.486368384273042
222,covariateregistration,beta1100.0,seed1,22.0,28.417127074867604,1.0,751.6988570394383,27.417127074867604
223,covariateregistration,beta1100.0,seed1,23.0,28.428287398655886,1.0,752.3109496232653,27.428287398655886
224,covariateregistration,beta1100.0,seed1,24.0,28.427182162253615,1.0,752.2503213614428,27.427182162253615
225,covariateregistration,beta1100.0,seed9,0.0,28.432116950214727,1.0,752.5210403702581,27.432116950214727
226,covariateregistration,beta1100.0,seed9,1.0,28.443774555239997,1.0,753.1607618388383,27.443774555239997
227,covariateregistration,beta1100.0,seed9,2.0,28.41945058384975,1.0,751.8262703201783,27.41945058384975
228,covariateregistration,beta1100.0,seed9,3.0,28.472858703149544,1.0,754.7579653232197,27.472858703149544
229,covariateregistration,beta1100.0,seed9,4.0,28.36497279262466,1.0,748.8417359410878,27.36497279262466
230,covariateregistration,beta1100.0,seed9,5.0,28.342107395967883,1.0,747.5908368526416,27.342107395967883
231,covariateregistration,beta1100.0,seed9,6.0,28.398807910184715,1.0,750.6946748992005,27.398807910184715
232,covariateregistration,beta1100.0,seed9,7.0,28.541395663467117,1.0,758.5284750916453,27.541395663467117
233,covariateregistration,beta1100.0,seed9,8.0,28.418221266490292,1.0,751.7588574182205,27.418221266490292
234,covariateregistration,beta1100.0,seed9,9.0,28.372327033705815,1.0,749.2442872401422,27.372327033705815
235,covariateregistration,beta1100.0,seed9,10.0,28.39381659859524,1.0,750.4211878374721,27.39381659859524
236,covariateregistration,beta1100.0,seed9,11.0,28.428254986800315,1.0,752.3091716209364,27.428254986800315
237,covariateregistration,beta1100.0,seed9,12.0,28.424033825661503,1.0,752.0776312710263,27.424033825661503
238,covariateregistration,beta1100.0,seed9,13.0,28.50206597785005,1.0,756.3636330500174,27.50206597785005
239,covariateregistration,beta1100.0,seed9,14.0,28.362106758691375,1.0,748.6848862740243,27.362106758691375
240,covariateregistration,beta1100.0,seed9,15.0,28.417265750663514,1.0,751.7064612425065,27.417265750663514
241,covariateregistration,beta1100.0,seed9,16.0,28.487700422805865,1.0,755.5736745339217,27.487700422805865
242,covariateregistration,beta1100.0,seed9,17.0,28.360550767478866,1.0,748.5997382997883,27.360550767478866
243,covariateregistration,beta1100.0,seed9,18.0,28.3586659250326,1.0,748.4966011975399,27.3586659250326
244,covariateregistration,beta1100.0,seed9,19.0,28.410504170133187,1.0,751.3357388608888,27.410504170133187
245,covariateregistration,beta1100.0,seed9,20.0,28.49754898179254,1.0,756.11520000608,27.49754898179254
246,covariateregistration,beta1100.0,seed9,21.0,28.374560267476014,1.0,749.3665498376764,27.374560267476014
247,covariateregistration,beta1100.0,seed9,22.0,28.41215776846409,1.0,751.4263935231662,27.41215776846409
248,covariateregistration,beta1100.0,seed9,23.0,28.462920046807668,1.0,754.2119774973504,27.462920046807668
249,covariateregistration,beta1100.0,seed9,24.0,28.420930953245353,1.0,751.9074543426491,27.420930953245353
250,covariateregistration,beta1100.0,seed10,0.0,28.449632728864334,1.0,753.48233694954,27.449632728864334
251,covariateregistration,beta1100.0,seed10,1.0,28.39564787765534,1.0,750.5215226364814,27.39564787765534
252,covariateregistration,beta1100.0,seed10,2.0,28.46456086165524,1.0,754.3021033235648,27.46456086165524
253,covariateregistration,beta1100.0,seed10,3.0,28.35058045811669,1.0,748.0542513959144,27.35058045811669
254,covariateregistration,beta1100.0,seed10,4.0,28.45750809454618,1.0,753.914750762069,27.45750809454618
255,covariateregistration,beta1100.0,seed10,5.0,28.39887784175886,1.0,750.6985069876247,27.39887784175886
256,covariateregistration,beta1100.0,seed10,6.0,28.372264008149948,1.0,749.240836931861,27.372264008149948
257,covariateregistration,beta1100.0,seed10,7.0,28.369395330182595,1.0,749.0838007398208,27.369395330182595
258,covariateregistration,beta1100.0,seed10,8.0,28.36756899030585,1.0,748.9838324391503,27.36756899030585
259,covariateregistration,beta1100.0,seed10,9.0,28.4065585065282,1.0,751.1194491717532,27.4065585065282
260,covariateregistration,beta1100.0,seed10,10.0,28.50759704211215,1.0,756.6678950312171,27.50759704211215
261,covariateregistration,beta1100.0,seed10,11.0,28.319153489691935,1.0,746.336147393347,27.319153489691935
262,covariateregistration,beta1100.0,seed10,12.0,28.431490111085363,1.0,752.4866497145741,27.431490111085363
263,covariateregistration,beta1100.0,seed10,13.0,28.487635720214534,1.0,755.570117487214,27.487635720214534
264,covariateregistration,beta1100.0,seed10,14.0,28.355215727086485,1.0,748.3078274754397,27.355215727086485
265,covariateregistration,beta1100.0,seed10,15.0,28.47954574026705,1.0,755.1254340914289,27.47954574026705
266,covariateregistration,beta1100.0,seed10,16.0,28.416918846949052,1.0,751.6874390601902,27.416918846949052
